Date,Place,IMO number,Ship Name,Callsign,MMSI,Flag,Deficiencies,Detention,Ship Risk Profile
10.06.2017,"Kuching, Sarawak (Malaysia)",9561825,TRADE STAR,3EUU3,372868000,Panama,0,no,High Risk Ship
09.06.2017,"Bintulu, Sarawak (Malaysia)",9440564,BIZEN,3ENY9,354246000,Panama,2,no,High Risk Ship
09.06.2017,"Bintulu, Sarawak (Malaysia)",9553361,SCSC WEALTH,VRHF6,477932100,"Hong Kong, China",0,no,Standard Risk Ship
09.06.2017,"Kuching, Sarawak (Malaysia)",9586980,NASHICO 08,3WAT9,574000740,Vietnam,3,no,High Risk Ship
08.06.2017,Tanjung Pelepas (Malaysia),9761023,MCC CHITTAGONG,VRQF9,477636300,"Hong Kong, China",0,no,Low Risk Ship
08.06.2017,Tanjung Pelepas (Malaysia),9525405,MAERSK COPENHAGEN,S6NY3,566493000,Singapore,0,no,Low Risk Ship
08.06.2017,Port Kelang (Malaysia),9134660,OEL LANKA,HPSW,372426000,Panama,1,no,High Risk Ship
08.06.2017,"Bintulu, Sarawak (Malaysia)",9536844,ATLANTIC GLORY,V7WY4,538004422,Marshall Islands,10,no,Standard Risk Ship
08.06.2017,"Kuching, Sarawak (Malaysia)",9462990,SIDRA MESSAIED,A8PQ2,636013811,Liberia,0,no,High Risk Ship
07.06.2017,Port Kelang (Malaysia),9444807,BOSSOIL 1,T3RA,529194000,Kiribati,8,no,High Risk Ship
07.06.2017,Port Kelang (Malaysia),9180334,BMC CALYPSO,3FVG8,353986000,Panama,2,no,Standard Risk Ship
07.06.2017,Port Kelang (Malaysia),9803247,ROSTELLA,9V5116,563017700,Singapore,4,no,Standard Risk Ship
07.06.2017,"Lahad Datu, Sabah (Malaysia)",9181821,JACARANDA,3EUK7,373273000,Panama,0,no,Standard Risk Ship
07.06.2017,"Bintulu, Sarawak (Malaysia)",9669902,BOW TRIUMPH,LARW7,258804000,Norway,1,no,Standard Risk Ship
07.06.2017,"Lahad Datu, Sabah (Malaysia)",9742065,MTM TORTOLA,9V2991,566821000,Singapore,0,no,Low Risk Ship
06.06.2017,"Kota Kinabalu, Sabah (Malaysia)",9316933,GOLDEN KIKU,3ECR,371436000,Panama,3,no,
06.06.2017,Tanjung Pelepas (Malaysia),9754953,MSC DITTE,D5LP2,636017569,Liberia,1,no,
06.06.2017,Tanjung Pelepas (Malaysia),9754953,MSC DITTE,D5LP2,636017569,Liberia,0,no,Low Risk Ship
06.06.2017,Tanjung Pelepas (Malaysia),9192430,CMA CGM UTRILLO,5BAA2,212925000,Cyprus,2,no,Low Risk Ship
06.06.2017,Penang (Malaysia),9713038,CORAL WIND,H3LN,371903000,Panama,1,no,Standard Risk Ship
06.06.2017,"Bintulu, Sarawak (Malaysia)",8806905,FAIRLIFT,PEBM,246465000,Netherlands,1,no,
06.06.2017,"Bintulu, Sarawak (Malaysia)",8806905,FAIRLIFT,PEBM,246465000,Netherlands,0,no,Low Risk Ship
06.06.2017,"Kota Kinabalu, Sabah (Malaysia)",9245225,KOTA HORMAT,9VAL3,564059000,Singapore,0,no,Low Risk Ship
06.06.2017,"Pasir Gudang, Johor (Malaysia)",9205081,WINSON NO. 5,3FNF7,372147000,Panama,0,no,High Risk Ship
06.06.2017,Port Kelang (Malaysia),9579963,DAI DUONG SEA,XVWW,574000750,Vietnam,3,no,High Risk Ship
06.06.2017,Port Kelang (Malaysia),9294874,WAN HAI 505,S6AV3,565004000,Singapore,0,no,Low Risk Ship
06.06.2017,Port Kelang (Malaysia),9137129,KOTA HASIL,9VJD,563970000,Singapore,3,no,Low Risk Ship
06.06.2017,Lumut (Malaysia),9443009,TORO,V7NL4,538007174,Marshall Islands,0,no,High Risk Ship
06.06.2017,Lumut (Malaysia),9567104,AQUA SPLENDOR,VRKT9,477813600,"Hong Kong, China",0,no,Low Risk Ship
06.06.2017,"Bintulu, Sarawak (Malaysia)",9249910,HO FONG,H9LK,354884000,Panama,1,no,High Risk Ship
06.06.2017,"Kota Kinabalu, Sabah (Malaysia)",9316933,GOLDEN KIKU,3ECR,371436000,Panama,0,no,High Risk Ship
06.06.2017,"Kuching, Sarawak (Malaysia)",9561019,OCEAN 39,3WKE9,574002030,Vietnam,0,no,Standard Risk Ship
06.06.2017,Langkawi (Malaysia),9577264,UBC CANADA,5BYX2,212297000,Cyprus,0,no,Low Risk Ship
05.06.2017,Port Kelang (Malaysia),9156759,KEN SAN,YJQV8,576460000,Vanuatu,7,no,High Risk Ship
05.06.2017,"Lahad Datu, Sabah (Malaysia)",9587697,HOA BINH 45,3WBF9,574000790,Vietnam,3,no,
05.06.2017,"Lahad Datu, Sabah (Malaysia)",9404388,TURQUOISE-T,3ETB7,370563000,Panama,0,no,High Risk Ship
05.06.2017,"Kuching, Sarawak (Malaysia)",9381914,HOA BINH 36,3WNM,574336000,Vietnam,2,no,Standard Risk Ship
05.06.2017,Port Kelang (Malaysia),9366445,ASIATIC CLOUD,9V9875,566432000,Singapore,7,no,Standard Risk Ship
05.06.2017,"Bintulu, Sarawak (Malaysia)",9258129,PERLA,HOFC,354939000,Panama,2,no,Low Risk Ship
05.06.2017,"Bintulu, Sarawak (Malaysia)",9532276,ST ISLAND,D5ML9,636017733,Liberia,0,no,Standard Risk Ship
05.06.2017,"Lahad Datu, Sabah (Malaysia)",9746190,SC NEPTUNE,VRQI2,477692800,"Hong Kong, China",0,no,Standard Risk Ship
05.06.2017,Penang (Malaysia),9330135,WHITE CATTLEYA 12,9VDE2,564874000,Singapore,0,no,Low Risk Ship
05.06.2017,Penang (Malaysia),9280809,DUCK HUNTER,D5KP2,636017373,Liberia,4,no,Standard Risk Ship
05.06.2017,Penang (Malaysia),9426324,BAHAMIAN EXPRESS,ZDJP4,236546000,Gibraltar (GB),0,no,Low Risk Ship
05.06.2017,Port Kelang (Malaysia),9404857,OOCL LE HAVRE,VRGE3,477655700,"Hong Kong, China",0,no,Standard Risk Ship
05.06.2017,"Lahad Datu, Sabah (Malaysia)",9587697,HOA BINH 45,3WBF9,574000790,Vietnam,2,no,Standard Risk Ship
04.06.2017,Kerteh (Malaysia),8695021,XIN JUN 1,T8A2436,511365000,Palau,18,yes,Standard Risk Ship
03.06.2017,"Bintulu, Sarawak (Malaysia)",9038701,SMART FLORA,3ESX2,374211000,Panama,4,no,High Risk Ship
03.06.2017,"Bintulu, Sarawak (Malaysia)",9114983,AMA,HSB4689,567061800,Thailand,1,no,Standard Risk Ship
03.06.2017,"Kota Kinabalu, Sabah (Malaysia)",9362566,ANNIKA,A8OJ6,636013639,Liberia,0,no,Low Risk Ship
02.06.2017,Langkawi (Malaysia),9217462,MERMAID STAR,VRJP2,477847400,"Hong Kong, China",0,no,Standard Risk Ship
02.06.2017,Port Kelang (Malaysia),9678642,X-PRESS LHOTSE,D5HG3,636016677,Liberia,4,no,Low Risk Ship
02.06.2017,"Kota Kinabalu, Sabah (Malaysia)",9352066,AULAC BELLA,XVWB9,574003220,Vietnam,0,no,Standard Risk Ship
01.06.2017,"Pasir Gudang, Johor (Malaysia)",9354064,KULDHUMRONG,3EFH8,355563000,Panama,1,no,Standard Risk Ship
01.06.2017,Penang (Malaysia),9672478,FENG HAI 35,BYJZ,412477110,China,2,no,Low Risk Ship
01.06.2017,Penang (Malaysia),9223007,VINH THUAN,3WFG,574144134,Vietnam,0,no,Standard Risk Ship
01.06.2017,Port Kelang (Malaysia),9403011,KOTA MAJU,VRCY6,477883100,"Hong Kong, China",3,no,Low Risk Ship
31.05.2017,Port Kelang (Malaysia),9371945,MCP KOPENHAGEN,9HA2710,215361000,Malta,2,no,High Risk Ship
31.05.2017,"Kuching, Sarawak (Malaysia)",8919958,VANDON ACE,JVXA4,457648000,Mongolia,3,no,Standard Risk Ship
31.05.2017,"Kuching, Sarawak (Malaysia)",9063275,ASEAN RESTORER,9VFU,563435000,Singapore,2,no,Standard Risk Ship
30.05.2017,Port Kelang (Malaysia),9149861,HYUNDAI SPRINTER,3FZH7,351841000,Panama,1,no,Standard Risk Ship
30.05.2017,Penang (Malaysia),9527283,AOM MILENA,3FDD2,353613000,Panama,2,no,High Risk Ship
30.05.2017,Penang (Malaysia),9640126,FOREST PARK,2GZD7,235101728,United Kingdom,1,no,Low Risk Ship
30.05.2017,"Kuching, Sarawak (Malaysia)",9591076,OCEAN VICTORY,3FUZ2,352851000,Panama,0,no,Low Risk Ship
30.05.2017,"Bintulu, Sarawak (Malaysia)",9205586,NORDANA ANDREA,HSCU2,567170000,Thailand,0,no,High Risk Ship
30.05.2017,"Bintulu, Sarawak (Malaysia)",9416800,WINTER,V7QA7,538003324,Marshall Islands,0,no,High Risk Ship
30.05.2017,Port Kelang (Malaysia),9457660,WAN HAI 517,9V7583,566942000,Singapore,0,no,Low Risk Ship
30.05.2017,Port Kelang (Malaysia),9296303,CHARANA NAREE,HSCH,567444000,Thailand,3,no,Low Risk Ship
30.05.2017,Penang (Malaysia),9606651,TONG TU,BSEC,414056000,China,0,no,Standard Risk Ship
29.05.2017,Tanjung Pelepas (Malaysia),9632117,MUNKEBO MAERSK,OWUQ2,219021000,Denmark,4,no,
29.05.2017,Port Kelang (Malaysia),9626900,ECO,V7AS2,538005058,Marshall Islands,2,no,
29.05.2017,Port Kelang (Malaysia),9626900,ECO,V7AS2,538005058,Marshall Islands,2,yes,Standard Risk Ship
29.05.2017,"Bintulu, Sarawak (Malaysia)",9480966,VELA OCEAN,S6RW4,566650000,Singapore,6,no,High Risk Ship
29.05.2017,"Bintulu, Sarawak (Malaysia)",9218076,CAPE NELSON,VRWZ5,477876000,"Hong Kong, China",0,no,Low Risk Ship
29.05.2017,"Bintulu, Sarawak (Malaysia)",9693434,HOA BINH 54,3WMS9,574002520,Vietnam,6,no,
29.05.2017,Tanjung Pelepas (Malaysia),9717371,NORTHWEST,9V2704,566009000,Singapore,0,no,Standard Risk Ship
29.05.2017,Penang (Malaysia),9300130,TEERA BHUM,9VBE2,563912000,Singapore,0,no,Low Risk Ship
29.05.2017,Penang (Malaysia),9270452,XIN QING DAO,BPAR,413054000,China,0,no,Low Risk Ship
28.05.2017,"Kota Kinabalu, Sabah (Malaysia)",8417601,HERALD,T8A2057,511011000,Palau,5,no,High Risk Ship
28.05.2017,"Kota Kinabalu, Sabah (Malaysia)",8417601,HERALD,T8A2057,511011000,Palau,11,no,
28.05.2017,"Kota Kinabalu, Sabah (Malaysia)",9634660,ORNELLA,V2GD4,305900000,Antigua and Barbuda,0,no,Standard Risk Ship
27.05.2017,"Kota Kinabalu, Sabah (Malaysia)",9331127,SITC XIAMEN,3ELU,355090000,Panama,0,no,Low Risk Ship
27.05.2017,"Bintulu, Sarawak (Malaysia)",9426154,BULK URUGUAY,D5JW6,636017229,Liberia,0,no,Standard Risk Ship
27.05.2017,"Bintulu, Sarawak (Malaysia)",8915213,BEST SUCCESS,3FDO5,354200000,Panama,2,no,Standard Risk Ship
26.05.2017,"Lahad Datu, Sabah (Malaysia)",9724439,SUN PLOEG,ZGER6,319079100,Cayman Islands (GB),0,no,Low Risk Ship
26.05.2017,Sarikei (Malaysia),9434682,TEAM HOUSTON,ZCER8,310736000,Bermuda (GB),0,no,Low Risk Ship
26.05.2017,Sarikei (Malaysia),9201712,PARAGON PESCADORES,3FNL9,357587000,Panama,0,no,High Risk Ship
26.05.2017,Sarikei (Malaysia),9523574,ULTRA AFRICA,9V8329,563298000,Singapore,0,no,Low Risk Ship
26.05.2017,Sarikei (Malaysia),9523574,ULTRA AFRICA,9V8329,563298000,Singapore,1,no,
26.05.2017,Sarikei (Malaysia),9136917,JUPITER,3FZD6,371439000,Panama,0,no,Standard Risk Ship
26.05.2017,"Kuching, Sarawak (Malaysia)",9167693,TRANSCO SKY,3WAG,574948000,Vietnam,0,no,Standard Risk Ship
26.05.2017,Penang (Malaysia),9248708,WAN HAI 313,S6AS9,565132000,Singapore,0,no,Low Risk Ship
26.05.2017,Penang (Malaysia),9472581,MOL SUCCESS,3FTZ5,355232000,Panama,0,no,Standard Risk Ship
25.05.2017,Langkawi (Malaysia),9577288,UBC CHILE,5BEB3,209568000,Cyprus,0,no,Low Risk Ship
25.05.2017,Langkawi (Malaysia),9472062,VINALINES UNITY,3WVE,574005000,Vietnam,0,no,High Risk Ship
25.05.2017,Kerteh (Malaysia),0,YTC TUG 14,V3PS8,0,Belize,0,no,
25.05.2017,"Kudat, Sabah (Malaysia)",9575993,GREAT TRUST DRAGON 2,3WLM,574001100,Vietnam,3,no,Standard Risk Ship
25.05.2017,"Bintulu, Sarawak (Malaysia)",9306536,GREAT OCEAN,3WME,574379000,Vietnam,2,no,High Risk Ship
25.05.2017,"Kota Kinabalu, Sabah (Malaysia)",9508720,ECE NUR K,9HA2323,248333000,Malta,0,no,Low Risk Ship
24.05.2017,Kuala Terengganu (Malaysia),0,KSE. DONRYU,,0,Belize,3,no,
24.05.2017,"Bintulu, Sarawak (Malaysia)",9254496,APJ JAD,AUKM,419573000,India,1,no,High Risk Ship
24.05.2017,"Kuching, Sarawak (Malaysia)",9251145,KOTA TEGAP,9VES8,564672000,Singapore,0,no,Low Risk Ship
24.05.2017,"Bintulu, Sarawak (Malaysia)",9751339,NING YUE HAI,VRQL5,477023200,"Hong Kong, China",0,no,Standard Risk Ship
23.05.2017,"Lahad Datu, Sabah (Malaysia)",9607605,HONGSHENG 7,VRIW6,477353400,"Hong Kong, China",0,no,Low Risk Ship
23.05.2017,"Lahad Datu, Sabah (Malaysia)",9607605,HONGSHENG 7,VRIW6,477353400,"Hong Kong, China",4,no,
23.05.2017,"Kota Kinabalu, Sabah (Malaysia)",9104445,TRISTEN,HO3179,353129000,Panama,1,no,Low Risk Ship
23.05.2017,"Lahad Datu, Sabah (Malaysia)",9211664,C. P. 38,HSB3659,567327000,Thailand,0,no,Low Risk Ship
23.05.2017,"Bintulu, Sarawak (Malaysia)",9589578,KOBARID,3FSM7,357239000,Panama,0,no,Low Risk Ship
23.05.2017,"Bintulu, Sarawak (Malaysia)",9693434,HOA BINH 54,3WMS9,574002520,Vietnam,6,no,Standard Risk Ship
23.05.2017,"Pasir Gudang, Johor (Malaysia)",8665870,CAI JUN 2,HOWF,357588000,Panama,11,no,
23.05.2017,"Kota Kinabalu, Sabah (Malaysia)",9104445,TRISTEN,HO3179,353129000,Panama,1,no,
22.05.2017,Port Kelang (Malaysia),9044176,YOUNG SKY,T8A2539,511458000,Palau,6,no,Standard Risk Ship
22.05.2017,Penang (Malaysia),9596492,DAEBO NEWCASTLE,3FHM,373648000,Panama,0,no,Low Risk Ship
22.05.2017,Penang (Malaysia),9596492,DAEBO NEWCASTLE,3FHM,373648000,Panama,5,no,
22.05.2017,Penang (Malaysia),9378333,SC TIANJIN,VRCT5,477797300,"Hong Kong, China",0,no,Standard Risk Ship
22.05.2017,Port Kelang (Malaysia),9725938,UNITY SPIRIT,C6BW3,311000382,Bahamas,0,no,Low Risk Ship
22.05.2017,Port Kelang (Malaysia),9311153,NILOS,9HA3981,256683000,Malta,0,no,High Risk Ship
22.05.2017,"Kuching, Sarawak (Malaysia)",9338773,MARITIME PUTRI,9V6559,564528000,Singapore,0,no,Standard Risk Ship
22.05.2017,"Lahad Datu, Sabah (Malaysia)",9667930,GLAFKOS,SVBR3,241253000,Greece,0,no,Low Risk Ship
22.05.2017,Tanjung Pelepas (Malaysia),9183374,FORTUNE STAR,HSB4737,567469000,Thailand,1,no,Low Risk Ship
22.05.2017,"Kuching, Sarawak (Malaysia)",9269647,MY HUNG,3WFX,574230000,Vietnam,0,no,Standard Risk Ship
22.05.2017,"Bintulu, Sarawak (Malaysia)",9711561,NAVIG8 ARONALDO,V7GW8,538005776,Marshall Islands,0,no,Low Risk Ship
21.05.2017,"Labuan, Sabah (Malaysia)",9086992,SURIA,V8V2041,508111159,Brunei Darussalam,4,no,Standard Risk Ship
21.05.2017,Sarikei (Malaysia),9567348,TROPICAL BINTANG,3FRW4,357987000,Panama,1,no,Low Risk Ship
21.05.2017,"Kota Kinabalu, Sabah (Malaysia)",8317344,SHINE HO,HPOZ,351548000,Panama,0,no,High Risk Ship
21.05.2017,"Kota Kinabalu, Sabah (Malaysia)",8317344,SHINE HO,HPOZ,351548000,Panama,1,no,
21.05.2017,"Pasir Gudang, Johor (Malaysia)",8902333,AEGEAN PARADISE,3EQQ5,374274000,Panama,7,no,
21.05.2017,"Kota Kinabalu, Sabah (Malaysia)",9594262,DYNAMIC OCEAN 01,3WAY9,574000760,Vietnam,2,no,Standard Risk Ship
20.05.2017,"Lahad Datu, Sabah (Malaysia)",9750452,GLOBAL FLORA,3ETQ2,356896000,Panama,0,no,Low Risk Ship
20.05.2017,"Kota Kinabalu, Sabah (Malaysia)",9316957,HAI PHONG 25,XVKF9,574003180,Vietnam,3,no,High Risk Ship
19.05.2017,"Kuching, Sarawak (Malaysia)",9174426,ASIAN GLORY,3FWD5,351128000,Panama,0,no,High Risk Ship
19.05.2017,"Bintulu, Sarawak (Malaysia)",9085132,AIDEN,3FUR3,370693000,Panama,5,no,Low Risk Ship
19.05.2017,Port Kelang (Malaysia),9326419,WAN HAI 508,9VJJ6,565567000,Singapore,0,no,Low Risk Ship
18.05.2017,Tanjung Pelepas (Malaysia),8674326,JBB887,9LU2419,667001616,Sierra Leone,0,no,Standard Risk Ship
18.05.2017,Kuala Terengganu (Malaysia),0,TOAN PHUC 11,,0,Vietnam,1,no,
18.05.2017,Kuala Terengganu (Malaysia),0,TOAN PHUC 9,,0,Vietnam,5,no,
18.05.2017,Kuala Terengganu (Malaysia),0,TOAN PHUC 6,,0,Vietnam,4,no,
18.05.2017,Kuala Terengganu (Malaysia),0,TOAN PHUC 8,,0,Vietnam,5,no,
18.05.2017,Kuala Terengganu (Malaysia),0,TOAN PHUC 2,,0,Vietnam,2,no,
18.05.2017,Kuala Terengganu (Malaysia),0,TOAN PUC 7,,0,Vietnam,2,no,
18.05.2017,Kuala Terengganu (Malaysia),0,TOAN PHUC 10,,0,Vietnam,6,no,
18.05.2017,Kuala Terengganu (Malaysia),0,TOAN PHUC 3,,0,Vietnam,2,no,
18.05.2017,Kuala Terengganu (Malaysia),0,TOAN PHUC 5,,0,Vietnam,3,no,
18.05.2017,Kuala Terengganu (Malaysia),0,TOAN PHUC,,0,Vietnam,2,no,
18.05.2017,Kuala Terengganu (Malaysia),0,TOAN PHUC 12,,0,Vietnam,5,no,
18.05.2017,Port Kelang (Malaysia),9433793,CMA CGM ATTILA,9HA2742,215485000,Malta,0,no,Standard Risk Ship
18.05.2017,"Bintulu, Sarawak (Malaysia)",9420227,INLACO EXPRESS,3WFV9,574001320,Vietnam,3,no,High Risk Ship
18.05.2017,"Bintulu, Sarawak (Malaysia)",9146895,VTC SUN,3WRF,574006000,Vietnam,2,no,Standard Risk Ship
18.05.2017,Penang (Malaysia),9202182,UNI-PERFECT,3FZE9,357979000,Panama,0,no,Low Risk Ship
18.05.2017,"Kuching, Sarawak (Malaysia)",9378931,MAX COURAGE,9HA4105,249097000,Malta,3,no,High Risk Ship
17.05.2017,Port Kelang (Malaysia),9610834,THAI BINH 039,3WHK9,574001730,Vietnam,3,no,Standard Risk Ship
17.05.2017,Tanjung Pelepas (Malaysia),9303792,MS TIGER,V7YA6,538004616,Marshall Islands,0,no,Low Risk Ship
17.05.2017,"Lahad Datu, Sabah (Malaysia)",9397054,SICHEM HONG KONG,ZCEO8,310703000,Bermuda (GB),0,no,Low Risk Ship
17.05.2017,Tanjung Pelepas (Malaysia),9525493,MAERSK CABINDA,9V7037,566491000,Singapore,0,no,Low Risk Ship
17.05.2017,"Bintulu, Sarawak (Malaysia)",9425370,SOLITAIRE,9VCE2,565610000,Singapore,0,no,Low Risk Ship
17.05.2017,Port Kelang (Malaysia),9412799,SINAR BITUNG,3ELD8,372925000,Panama,0,no,Standard Risk Ship
17.05.2017,Penang (Malaysia),9342700,WAN HAI 316,9VKB5,565425000,Singapore,0,no,Low Risk Ship
16.05.2017,Tanjung Pelepas (Malaysia),9249207,EVER PEACE,H9VC,354194000,Panama,0,no,Low Risk Ship
16.05.2017,"Kota Kinabalu, Sabah (Malaysia)",9187801,BANGPAKAEW,HSB5106,567506000,Thailand,5,no,High Risk Ship
16.05.2017,"Kota Kinabalu, Sabah (Malaysia)",9187801,BANGPAKAEW,HSB5106,567506000,Thailand,8,no,
16.05.2017,"Kuching, Sarawak (Malaysia)",9536260,THAI BINH STAR 01,XVRJ,574437000,Vietnam,1,no,Standard Risk Ship
15.05.2017,"Bintulu, Sarawak (Malaysia)",9449560,KAPTAN ARIF BAYRAKTAR,9HA2644,215116000,Malta,7,no,High Risk Ship
15.05.2017,Penang (Malaysia),9222467,AREOPOLIS,ELYA7,636016483,Liberia,0,no,Standard Risk Ship
15.05.2017,"Kuching, Sarawak (Malaysia)",9509786,WARNOW MATE,5BVK2,209140000,Cyprus,0,no,Low Risk Ship
15.05.2017,"Bintulu, Sarawak (Malaysia)",9294795,EVERRICH 2,H8KO,351302000,Panama,6,no,High Risk Ship
15.05.2017,Penang (Malaysia),9484273,COSCO HOUSTON,VRKN8,477311500,"Hong Kong, China",0,no,Low Risk Ship
15.05.2017,Port Kelang (Malaysia),9260304,OCEAN EXPORTER,VRXJ4,477980000,"Hong Kong, China",0,no,High Risk Ship
15.05.2017,Penang (Malaysia),9629134,HAI PHUONG GLORY,3WGD9,574012698,Vietnam,3,no,Standard Risk Ship
15.05.2017,Penang (Malaysia),9410143,HALIT BEY,V7ZY5,538090456,Marshall Islands,0,no,Low Risk Ship
13.05.2017,"Lahad Datu, Sabah (Malaysia)",9426611,GLOBAL URANUS,3ETV5,354979000,Panama,2,no,
12.05.2017,"Kuching, Sarawak (Malaysia)",9389710,AULAC CONIFER,3WMZ,574002350,Vietnam,0,no,Standard Risk Ship
12.05.2017,Port Kelang (Malaysia),9112806,THANLWIN STAR,A8CG3,636016525,Liberia,2,no,Standard Risk Ship
12.05.2017,"Bintulu, Sarawak (Malaysia)",9342047,MI LAN,BIBY2,413378950,China,0,no,Standard Risk Ship
12.05.2017,"Kota Kinabalu, Sabah (Malaysia)",9561966,NASICO EAGLE,3WBE9,574000690,Vietnam,5,no,Standard Risk Ship
12.05.2017,"Kota Kinabalu, Sabah (Malaysia)",9379571,PADIAN 2,3EEU8,371818000,Panama,1,no,Standard Risk Ship
12.05.2017,Penang (Malaysia),9291078,GREAT AMITY,VRAF7,477560400,"Hong Kong, China",1,no,Low Risk Ship
10.05.2017,"Lahad Datu, Sabah (Malaysia)",9073311,XING YUAN,9LU2405,667001602,Sierra Leone,9,no,
10.05.2017,"Bintulu, Sarawak (Malaysia)",9212369,RISA,D5HU4,636016787,Liberia,0,no,High Risk Ship
10.05.2017,"Bintulu, Sarawak (Malaysia)",9553086,OCEANIA QUEEN,3FGD2,373564000,Panama,5,no,Standard Risk Ship
10.05.2017,"Kota Kinabalu, Sabah (Malaysia)",9628685,CSC REN HAI,VRKO4,477319600,"Hong Kong, China",0,no,Low Risk Ship
09.05.2017,"Kuching, Sarawak (Malaysia)",9060728,MY AN,XVHS,574223000,Vietnam,1,no,Standard Risk Ship
09.05.2017,"Labuan, Sabah (Malaysia)",9492048,BOURBON MORRAKOT,9V8379,565141000,Singapore,4,no,Low Risk Ship
09.05.2017,"Labuan, Sabah (Malaysia)",9745043,EXECUTIVE BENEVOLENCE,9V3097,565508000,Singapore,0,no,Standard Risk Ship
09.05.2017,"Kudat, Sabah (Malaysia)",9516557,EASTERN ACCORD,VRES6,477173300,"Hong Kong, China",0,no,Low Risk Ship
09.05.2017,Sarikei (Malaysia),9249219,EVER PEARL,9V9794,566460000,Singapore,0,no,Standard Risk Ship
09.05.2017,"Bintulu, Sarawak (Malaysia)",9573945,BRIGHT HOPE,HPTM,371117000,Panama,5,no,Standard Risk Ship
09.05.2017,"Bintulu, Sarawak (Malaysia)",8982888,AULAC ANGEL,3WMS,574333000,Vietnam,0,no,Standard Risk Ship
08.05.2017,"Bintulu, Sarawak (Malaysia)",9008067,PRINCESS AMNAH,9LU2580,667001777,Sierra Leone,3,no,High Risk Ship
08.05.2017,Penang (Malaysia),9345972,APL ATLANTA,ZDKX3,236111837,Gibraltar (GB),1,no,Standard Risk Ship
08.05.2017,Penang (Malaysia),9300972,HS ONORE,A8JC9,636091073,Liberia,1,no,Standard Risk Ship
08.05.2017,"Bintulu, Sarawak (Malaysia)",9276286,KS ADONIS,D7ST,440777000,"Korea, Republic of",0,no,Low Risk Ship
08.05.2017,"Pasir Gudang, Johor (Malaysia)",9773155,SHOSHUN,H3NF,374613000,Panama,0,no,Low Risk Ship
08.05.2017,"Pasir Gudang, Johor (Malaysia)",8902333,AEGEAN PARADISE,3EQQ5,374274000,Panama,2,no,High Risk Ship
08.05.2017,"Kuching, Sarawak (Malaysia)",9140449,SENNA,HSB4262,567359000,Thailand,0,no,Low Risk Ship
08.05.2017,"Kuching, Sarawak (Malaysia)",9183477,GREAT SAILOR,3WLN9,574002100,Vietnam,0,no,High Risk Ship
07.05.2017,"Bintulu, Sarawak (Malaysia)",9242572,SUN EXPRESS,V2OE7,304408000,Antigua and Barbuda,0,no,Standard Risk Ship
07.05.2017,"Pasir Gudang, Johor (Malaysia)",9183350,NORTHERN STAR,HSB4887,567493000,Thailand,0,no,Low Risk Ship
07.05.2017,"Kota Kinabalu, Sabah (Malaysia)",8611752,SHENG HO,BNJG,416357000,"Taiwan, Province of China",6,no,High Risk Ship
07.05.2017,"Lahad Datu, Sabah (Malaysia)",9251535,CORONA,3EPG8,371552000,Panama,0,no,Standard Risk Ship
06.05.2017,"Bintulu, Sarawak (Malaysia)",9317860,BOW ENGINEER,LASA7,258767000,Norway,0,no,Low Risk Ship
06.05.2017,"Bintulu, Sarawak (Malaysia)",9578220,YONG SHENG VII,3FGM9,357196000,Panama,5,no,High Risk Ship
06.05.2017,"Lahad Datu, Sabah (Malaysia)",9157416,BEST VOYAGER,3FDV9,357661000,Panama,2,no,High Risk Ship
06.05.2017,"Bintulu, Sarawak (Malaysia)",9578220,YONG SHENG VII,3FGM9,357196000,Panama,2,no,
05.05.2017,Penang (Malaysia),9507738,GAS ELIXIR,A8YP8,636015104,Liberia,0,no,Standard Risk Ship
05.05.2017,Penang (Malaysia),9315848,KMTC TIANJIN,DSMA4,441933000,"Korea, Republic of",0,no,Low Risk Ship
05.05.2017,Lumut (Malaysia),9449326,ORCHID,VRPJ5,477348800,"Hong Kong, China",14,no,
05.05.2017,Port Kelang (Malaysia),9181730,CTP FORTUNE,PNIF,525015658,Indonesia,11,no,High Risk Ship
05.05.2017,Port Kelang (Malaysia),9553220,SUPERIOR,D5AU4,636015447,Liberia,2,no,High Risk Ship
05.05.2017,Penang (Malaysia),9238167,WAN HAI 302,9VDB8,564440000,Singapore,0,no,Low Risk Ship
05.05.2017,Penang (Malaysia),9303015,OLYMPIC PRIDE,V7EF9,538005464,Marshall Islands,0,no,Low Risk Ship
05.05.2017,"Bintulu, Sarawak (Malaysia)",9700237,GLORY PIONEER,9V2424,564911000,Singapore,0,no,Low Risk Ship
05.05.2017,Port Kelang (Malaysia),9181730,CTP FORTUNE,PNIF,525015658,Indonesia,2,no,
05.05.2017,"Kota Kinabalu, Sabah (Malaysia)",9193587,JEIL CRYSTAL,D7NL,440247000,"Korea, Republic of",3,no,Low Risk Ship
04.05.2017,Tanjung Pelepas (Malaysia),9118393,ENERGY STAR,HSB4811,567485000,Thailand,0,no,Low Risk Ship
04.05.2017,"Kuching, Sarawak (Malaysia)",9307865,TRANSCO GLORY,3WUH9,574002780,Vietnam,1,no,High Risk Ship
04.05.2017,"Bintulu, Sarawak (Malaysia)",9636436,AFRICAN STARLING,C6BE4,311000239,Bahamas,0,no,Low Risk Ship
